,title,ingredients,instructions,author,date,rating,times,servings,image,category,Ing. Prices,Price,Ing. Nutr
168,Moist Passover Bagel,"['  cooking spray', '1 ⅓ cups water', '⅔ cup peanut oil', '1 teaspoon salt', '1 teaspoon white sugar', '2 cups matzo meal', '6  eggs']","['Preheat oven to 375 degrees F (190 degrees C). Lightly grease a baking sheet with cooking spray.', 'Combine water, oil, salt, and sugar in a saucepan and bring to a boil. Remove from heat. Add 2 cups matzoh meal; allow to cool for at least 5 minutes. Add eggs, 2 at a time, stirring to incorporate into dough.', 'Form 2 tablespoons of dough into a ball using wet hands. Transfer to the prepared baking sheet. Repeat with the remaining dough. Poke a hole into the middle of each ball.', 'Bake in the preheated oven until lightly brown, 50 minutes to 1 hour.']",Eva's Kitchen,"Updated on January 4, 2022",4.3,"[{'Prep Time': '20 mins'}, {'Cook Time': '50 mins'}, {'Total Time': ' 1 hr 10 mins'}, {'Yield': '24 bagels'}]",12,https://www.allrecipes.com/thmb/aXmhn4HLC4xKUBjfpnhXG0XiKko=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7964865-a89acdd439854b73a1540de0c07412f7.jpg, Bagels,"['$1.12', '$2.50', '$1.44']",5.06,"{'calories': '1754', 'protein': '61g', 'total_fat': '57g', 'carbs': '240g'}"
169,Multigrain Bagels,"['½ cup warm water (105 degrees F/41 degrees C)', '2 (.25 ounce) packages active dry yeast', '½ teaspoon white sugar', '4 cups whole wheat flour', '2 cups bread flour', '1 cup rolled oats', '¼ cup vital wheat gluten', '¼ cup wheat germ', '¼ cup organic flaxseed meal', '1 tablespoon sea salt', '3 cups buttermilk', '⅓ cup orange blossom honey', '  cooking spray', '3 quarts water', '1 ½ tablespoons brown sugar', '1 tablespoon cornmeal, or as needed', '1  egg white', '1 teaspoon cool water']","['Combine warm water, yeast, and sugar in a bowl. Set aside until dissolved, about 5 minutes.', 'Combine bread flour, whole wheat flour, rolled oats, vital wheat gluten, wheat germ, flaxseed meal, and sea salt in a large bowl. Stir in buttermilk. Add the yeast mixture and honey; stir until no dry spots remain. Cover bowl with plastic wrap and let dough rest 20 minutes.', 'Turn dough onto a floured work surface. Knead about 7 minutes; it will be soft and slightly sticky. Add more flour if needed. Shape into a ball. Spray a mixing bowl with cooking spray. Place dough in the bowl and turn to coat. Cover with plastic wrap and let rise for 2 hours in warm, draft-free place.', 'Preheat oven to 400 degrees F (200 degrees C). Line one 11x17-inch baking sheet with waxed paper, another with a flour sack towel, and 2 remaining sheets with parchment paper sprinkled with cornmeal.', 'Combine 3 quarts water and brown sugar in a large pot; bring to a boil.', 'Turn dough onto a floured surface; knead briefly. Cut dough in half; return 1 half to the bowl and cover. Form the other half into a cylinder. Cut into quarters and cut quarters in half, yielding 8 equal-sized pieces of dough. Shape dough pieces into balls. Repeat with remaining half of dough.', 'Flatten a dough ball slightly; press index fingers through the center until they meet. Rotate fingers to stretch a hole about 1 3/4-inch in diameter. Set bagel on waxed paper-lined baking sheet. Repeat with remaining dough balls.', 'Reduce heat to simmer under the sugar-water mixture. Boil 2 bagels at at time; cooking each for 30 seconds per side. Transfer boiled bagels to the towel-lined baking sheet to drain. Transfer bagels to the parchment paper-lined sheets.', 'Mix egg white and 1 teaspoon cool water together in a small bowl; use mixture to brush tops of bagels.', 'Bake in the preheated oven for 12 minutes. Flip bagels and continue baking until golden brown, about 13 minutes more.', 'Transfer to a wire rack to cool.']",jan2keno,"Published on June 18, 2020",5.0,"[{'Prep Time': '45 mins'}, {'Cook Time': '35 mins'}, {'Additional Time': ' 2 hrs 25 mins'}, {'Total Time': ' 3 hrs 45 mins'}, {'Yield': '16 bagels'}]",16,https://www.allrecipes.com/thmb/6rgXPo6GGNZkDvDbsrtJQvmnLKM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8303776-6649350dfac74d928b7591ac606e9891.jpg, Bagels,"['$0.55', '$0.85', '$0.43', '$0.32', '$0.43', '$0.17', '$0.27', '$0.08', '$1.46', '$1.52', '$0.06', '$0.03', '$0.18']",6.35,"{'calories': '3892', 'protein': '173g', 'total_fat': '67g', 'carbs': '680g'}"
170,Bagels II,"['2 cups warm water (110 degrees F/45 degrees C)', '½ (.25 ounce) package active dry yeast', '2 tablespoons white sugar', '1 tablespoon vegetable oil', '7 cups bread flour', '1 tablespoon salt', '1 tablespoon white sugar', '3 tablespoons poppy seeds (Optional)']","['In large bowl, sprinkle yeast over warm water to soften; stir to dissolve. Add 2 tablespoons sugar, oil, 6 cups of flour, and salt. Mix thoroughly until the dough forms up and leaves the sides of the bowl. Turn dough out on floured board and knead, adding small amounts of flour as necessary. Bagel dough should be pretty stiff. Work in as much extra flour as you can comfortably knead. Knead until smooth and elastic, 12-15 minutes.', 'Roll the dough into a ball, place it in a large oiled bowl, and turn to coat. Cover and let fully rise until an impression made with your finger remains and does not sink into the dough (about an hour).', 'Punch down and cut into thirds, and roll each piece between your palms into a rope. Cut each rope into 4 equal pieces and shape into balls. Roll the first ball into another rope that is about 2"" longer than the width of your hand. Make a ring with the dough, overlapping ends about 1/2"" and sealing the ends by rolling with your palm on the board. If the dough resists rolling, dab on a drop of water with your finger. Evenly place the bagels on 2 nonstick baking pans or very lightly oiled baking sheets. Cover and let stand until puffy, about 20 minutes.', 'While bagels are proofing, fill a 4 quart saucepan 2/3 full with cold water; add 1 tablespoon sugar and bring to a boil. When ready to cook, drop 2 or 3 bagels at a time into the boiling water and wait until they rise to the top. Cook for a total of 1 minute, turning once.', 'Carefully lift each bagel out with a slotted spoon or skimmer. Drain momentarily. Turn into a dish with topping, if desired. Evenly space bagels on 2 nonstick baking pans or very lightly oiled baking sheets.', 'Bake with steam in a preheated 500 degree F (260 degrees C) oven until well-browned, about 20 minutes. Turn bagels over when the tops begin to brown, and continue baking until done.']",Ann,"Updated on July 14, 2022",4.5,"[{'Prep Time': '50 mins'}, {'Cook Time': '20 mins'}, {'Additional Time': ' 1 hr 20 mins'}, {'Total Time': ' 2 hrs 30 mins'}, {'Yield': '12 bagels'}]",12,https://www.allrecipes.com/thmb/LTO7ErzgrDskodHMfcZx9GFVGVU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/974029-23933787010f458985a9232da06a04e6.jpg, Bagels,"['$0.27', '$0.03', '$0.05', '$1.52', '$0.02', '$0.02', '$1.14']",3.05,"{'calories': '3582', 'protein': '112g', 'total_fat': '40g', 'carbs': '681g'}"
171,Whole Wheat Bagels,"['1 cup water', '2 tablespoons honey', '4 teaspoons vital wheat gluten', '1 teaspoon salt', '1 ¾ teaspoons yeast', '3 cups whole wheat flour', '1 tablespoon cornmeal (Optional)', '2 tablespoons white sugar', '1  egg white (Optional)']","['Place water, honey, vital wheat gluten, salt, yeast, and whole wheat flour in the bread maker in that order. Select ""Dough"" setting. Let the bread maker work, about 2 hours.', 'Remove finished dough from bread maker and punch it down on a lightly floured surface. Cut the dough into 8 equal-sized sections and pat into balls. Push a thumb through each ball to make a hole; shape the bagels as round as possible. Place on a plate and cover with a clean towel; let rest for 15 minutes.', 'Preheat oven to 375 degrees F (190 degrees C). Line a baking sheet with a clean towel. Sprinkle a separate baking sheet with cornmeal.', 'Bring a large pot of water to a boil; add sugar. Add bagels to the water, 2 at a time. Boil for 1 minute, turning them over halfway through. Remove bagels from the water with a slotted spoon and drain on the towel-lined baking sheet.', 'Transfer bagels to the prepared baking sheet. Brush bagels with egg white.', 'Bake in the preheated oven until browned, 15 to 20 minutes. Transfer to a cooling rack.']",Cathryn Aune,"Published on June 18, 2020",4.7,"[{'Prep Time': '15 mins'}, {'Cook Time': '16 mins'}, {'Additional Time': ' 2 hrs 15 mins'}, {'Total Time': ' 2 hrs 46 mins'}, {'Yield': '8 bagels'}]",8,https://www.allrecipes.com/thmb/vi6Gxdc3fXN58IgeahuQrzrilj0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5805000-48fc17fda6184be8b89fc81131a2858b.jpg, Bagels,"['$0.51', '$0.17', '$0.21', '$0.64', '$0.03', '$0.03', '$0.18']",1.77,"{'calories': '1560', 'protein': '63g', 'total_fat': '10g', 'carbs': '329g'}"
172,Pumpkin Spice Bagel,"['1 (.25 ounce) envelope active dry yeast', '⅔ cup warm water (110 degrees F/45 degrees C)', '¾ cup canned pumpkin', '⅓ cup packed brown sugar', '1 ½ teaspoons ground cinnamon', '1 teaspoon salt', '¾ teaspoon ground nutmeg', '½ teaspoon ground allspice', '½ teaspoon ground cloves', '3 cups all-purpose flour, or more as needed', '1 tablespoon cornmeal', '6 cups water, or more as needed', '1 teaspoon white sugar', '  cooking spray']","['Dissolve yeast in warm water in a large bowl; add pumpkin, brown sugar, cinnamon, salt, nutmeg, allspice, and cloves and mix well. Stir in enough flour to make a soft dough. Turn dough onto a work surface and knead by hand 6 to 8 minutes or mix in a stand mixer. Transfer dough to a greased bowl, cover with a damp towel, and let rise in a warm place until doubled in size, about 1 hour.', 'Punch dough down and divide into 8 balls. Poke a hole in the middle of each ball using your finger to create a bagel shape. Arrange bagels on a baking sheet and let rise, 10 to 15 minutes.', 'Fill a large pot with 6 cups water and white sugar and bring to a boil. Slightly flatten the bagels and drop a couple at a time into the boiling water; cook for 1 1/2 minutes. Flip bagels and boil for another 1 1/2 minutes; remove with a slotted spoon and dry on a clean towel. Repeat with remaining bagels.', 'Preheat oven to 400 degrees F (200 degrees C). Spray a baking sheet with cooking spray and sprinkle cornmeal on the sheet. Arrange bagels on the baking sheet about 2 inches apart.', 'Bake in the preheated oven until cooked through, 25 to 30 minutes.']",Sadie,"Updated on February 18, 2022",4.6,"[{'Prep Time': '30 mins'}, {'Cook Time': '30 mins'}, {'Additional Time': ' 1 hr 10 mins'}, {'Total Time': ' 2 hrs 10 mins'}, {'Yield': '8 servings'}]",8,https://www.allrecipes.com/thmb/CiULIQ6cOvbqUfuAFNUuRE-EkT4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5539602-149874e21b654402b6b407eb555edce4.jpg, Bagels,"['$0.27', '$1.05', '$0.24', '$0.12', '$0.11', '$0.11', '$0.18', '$0.50', '$0.03']",2.61,"{'calories': '1804', 'protein': '45g', 'total_fat': '6g', 'carbs': '391g'}"
173,Cream Cheese-Filled Bagel Balls,"['1 cup all-purpose flour, or as needed', '2 teaspoons baking powder', '½ teaspoon salt, or more to taste', '1 cup Greek yogurt', '½ cup cream cheese, or as needed', '1 large egg', '2 teaspoons half-and-half', '2 teaspoons everything bagel seasoning, or to taste', '1 tablespoon butter, melted, or as needed']","['Preheat the oven to 450 degrees F (230 degrees C). Grease a baking pan.', 'Mix 1 cup flour, baking powder, and 1/2 teaspoon salt together. Mix in Greek yogurt and knead until all flour is mixed in; if dough is sticky, add more flour.', 'Cut dough into 8 equal pieces. Roll each piece into a ball and press each ball into a flat circle; they should look like mini pizzas.', ""Scoop cream cheese into the center of each circle. Fold the edges up and pinch closed so you have a round ball of dough with cream cheese inside. Make sure you seal the edges so the cream cheese doesn't spill out during baking. Place seam side down on the prepared baking pan."", 'Mix egg, half-and-half, and a pinch of salt in a small bowl. Brush egg wash on top of each dough ball and sprinkle with bagel seasoning.', 'Bake in the preheated oven until golden brown, about 10 minutes. Remove from the oven and brush with melted butter before serving.']",alliecappelli,"Published on August 31, 2020",4.9,"[{'Prep Time': '15 mins'}, {'Cook Time': '10 mins'}, {'Total Time': '25 mins'}, {'Yield': '8 balls'}]",4,https://www.allrecipes.com/thmb/SOhG1KNWhXnw8t8OUxDr_NkxmqY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8500283-ff892d05725f411d8595c0a72d5149a5.jpg, Bagels,"['$0.17', '$0.06', '$1.43', '$1.18', '$0.27', '$0.03', '$0.19', '$0.12']",3.45,"{'calories': '1163', 'protein': '47g', 'total_fat': '58g', 'carbs': '111g'}"
174,Grandma Sherrill's Bagels,"['9 cups all-purpose flour', '3 cups hot water', '¼ cup white sugar', '1 tablespoon dry yeast', '1 tablespoon salt']","['Mix flour, hot water, sugar, yeast, and salt in a large bowl; transfer dough to a work surface and knead for 10 minutes. Place dough in a bowl and let rise for 15 minutes.', 'Preheat oven to 375 degrees F (190 degrees C). Grease a baking sheet.', 'Form dough into 24 balls; punch a hole in the middle of each ball with a finger, creating a bagel shape. Place bagels on the prepared baking sheet; let rise for 20 minutes.', 'Bring a large pot of water to a boil; cook bagels, working in batches, in the boiling water, about 45 seconds per side. Place boiled bagels on a clean towel to drain. Return bagels to the baking sheet.', 'Bake in the preheated oven until cooked through and lightly browned, 30 to 35 minutes.']",Terry,"Published on June 18, 2020",4.4,"[{'Prep Time': '25 mins'}, {'Cook Time': '40 mins'}, {'Additional Time': '35 mins'}, {'Total Time': ' 1 hr 40 mins'}, {'Yield': '2 dozen bagels'}]",24,https://www.allrecipes.com/thmb/K6sir9X5zrZ1tXUcJqFqjrWFZvs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4470397-bc891b4ca77949d6ac8a7fd2f8fe8dee.jpg, Bagels,"['$1.50', '$0.07', '$0.15', '$0.02']",1.74,"{'calories': '4300', 'protein': '117g', 'total_fat': '11g', 'carbs': '909g'}"
175,2-Ingredient Dough Bagels,"['1 ½ cups self-rising flour, plus more for kneading', '1 cup plain Greek yogurt', '1 large egg', '2 teaspoons everything bagel seasoning, or to taste']","['Mix flour and Greek yogurt together in a medium bowl until a shaggy dough forms. Transfer to a surface dusted with self-rising flour, and knead for 8 to 10 minutes. Continue adding flour as needed if the dough is too sticky.', 'Preheat the oven to 375 degrees F (190 degrees C).', 'Cut the dough into 4 pieces, roughly 4 ounces each. Roll each segment into a smooth ball. Use your thumbs to poke a hole in the center of each round, then gently stretch the dough until it becomes a uniform-sized ring.', 'Transfer the dough to a parchment paper-lined baking sheet.', 'Whisk the egg in a small bowl to create an egg wash, then brush a light coating on top of the dough. Sprinkle with bagel seasoning.', ""Bake in the preheated oven for 20 to 22 minutes. Increase the oven's temperature to 450 degrees F (230 degrees C) and continue to bake until golden, 3 to 4 minutes more.""]",Annie Campbell,"Published on May 26, 2022",4.5,"[{'Prep Time': '20 mins'}, {'Cook Time': '25 mins'}, {'Total Time': '45 mins'}, {'Yield': '4 bagels'}]",4,https://www.allrecipes.com/thmb/KDgiA-443rsA0D8pB5iRon27oTg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/AR_WTI_TwoIngredientDough-STILL-DSC00741-2000-6eeafb80b93a4523a89a2325f0a9dea9.jpg, Bagels,"['$0.27', '$1.43', '$0.27', '$0.19']",2.16,"{'calories': '870', 'protein': '49g', 'total_fat': '8g', 'carbs': '143g'}"
176,Nova Lox Everything Breakfast Bagel,"['8  everything bagel thins', '1 (8 ounce) container whipped cream cheese', '1 medium tomato, sliced', '1 (4 ounce) jar capers']","['Split bagel thins and toast the bagel thins until lightly golden.', 'Smear 2 tablespoons whipped cream cheese on each bagel. Top each bagel with a tomato slice, 1 ounce flaked smoked salmon, and capers. Serve immediately.']",thedailygourmet,"Published on May 24, 2021",5.0,"[{'Prep Time': '5 mins'}, {'Cook Time': '2 mins'}, {'Total Time': '7 mins'}, {'Yield': '8 bagel thins'}]",8,https://www.allrecipes.com/thmb/0UAbwU2rRntUeZgPF6EDRj2gYn0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9218276-e1e2c3a98f4e4378820b98af670a3c4d.jpg, Bagels,"['$4.50', '$3.08', '$0.36', '$4.37']",12.31,"{'calories': '2941', 'protein': '99g', 'total_fat': '65g', 'carbs': '487g'}"
177,2-Ingredient Dough Air Fryer Blueberry Bagels,"['⅔ cup dried blueberries', '1 ¼ cups self-rising flour', '1 cup non-fat plain Greek yogurt (such as Fage® Total 0%)', '1 large egg, beaten', '1 teaspoon water', '½ teaspoon cinnamon sugar']","['Place blueberries in a small bowl, and pour boiling water over them. Let sit for 5 minutes, and drain', ""Add flour, yogurt, and blueberries to a large stand mixer bowl. Using the dough hook, mix at low speed for about 3 minutes. If you're using a KitchenAid mixer, use speed 3. Dough will be crumbly."", 'Transfer the dough to a lightly floured surface. Divide the dough into 4 equal balls, pressing, stretching, and rolling into ropes that are about 8 inches long, 3/4-inch thick. Connect the ends pinching into a bagel shape with hole in the middle.', 'Preheat an air fryer to 280 degrees F (137 degrees C) for about 3 minutes. Combine the egg and water, and brush on each bagel, then sprinkle with cinnamon sugar. Line the air fryer basket with a parchment liner or lightly spray with cooking spray.', ""Place the bagels in the basket not touching, and cook until golden brown, 15 to 16 minutes. Don't crowd the basket, and cook in two batches if necessary. Your time may vary depending on the size and brand of your air fryer."", 'Remove the bagels to a rack, and cool for about 10 minutes before slicing.']",lutzflcat,"Published on July 10, 2022",5.0,"[{'Prep Time': '15 mins'}, {'Cook Time': '15 mins'}, {'Additional Time': '20 mins'}, {'Total Time': '50 mins'}, {'Yield': '4 bagels'}]",4,https://www.allrecipes.com/thmb/CXBXUGzmHEXdZD2WHf_2jnVjh7E=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4-2-Ingredient-Air-Fryer-Blueberry-Bagelslutz-77c4ca6413664c5391ea4047cb35839b.jpg, Bagels,"['$3.81', '$0.22', '$1.43', '$0.27', '$0.07']",5.8,"{'calories': '1138', 'protein': '48g', 'total_fat': '10g', 'carbs': '205g'}"
178,Baked Beans from Scratch,"['1 cup navy beans, soaked overnight and drained', '4 cups water', '¼ cup ketchup', '¼ cup maple syrup', '2 tablespoons brown sugar', '2 tablespoons molasses', '1 teaspoon Worcestershire sauce', '½ teaspoon salt', '⅛ teaspoon ground black pepper', '⅛ teaspoon chili powder', '1 small onion, chopped']","['Place beans in a large saucepan with 4 cups of water. Bring to a boil over high heat, then reduce heat to medium-low, cover, and simmer 1 hour.', 'Preheat the oven to 375 degrees F (190 degrees C). Stir ketchup, maple syrup, brown sugar, molasses, Worcestershire sauce, salt, pepper, and chili powder together in a small bowl; set aside.', 'Once beans have simmered for 1 hour, drain, and reserve cooking liquid. Pour beans into a 1 1/2-quart casserole dish; stir in chopped onion and molasses mixture. Stir in enough reserved cooking liquid so sauce covers beans by 1/4 inch.', 'Cover and bake in the preheated oven for 10 minutes; reduce heat to 200 degrees F (95 degrees C) and cook 6 hours longer, stirring beans after they have cooked for 3 hours. Once beans are tender and sauce has reduced and is sticky, remove from the oven, stir, recover, and allow to stand 15 minutes before serving.']",wkndyummychef,"Updated on July 22, 2022",4.5,"[{'Prep Time': '10 mins'}, {'Cook Time': ' 7 hrs 20 mins'}, {'Total Time': ' 7 hrs 30 mins'}, {'Yield': '5 cups'}]",10,https://www.allrecipes.com/thmb/ensbe5Y-RIFZ7O3701xIgQTZk38=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7982469-baked-beans-from-scratch-Lynda-Lukasiewicz-4x3-1-bec1a5073cd147bf873fd9d73690c61c.jpg, Baked Beans,"['$0.25', '$0.21', '$2.05', '$0.08', '$0.46', '$0.03', '$0.01', '$0.15']",3.24,"{'calories': '773', 'protein': '16g', 'total_fat': '1g', 'carbs': '179g'}"
179,Slow Cooker Homemade Beans,"['3 cups dry navy beans, soaked overnight or boiled for one hour', '6 slices thick cut bacon, cut into 1 inch pieces', '1 large onion, chopped', '1 ½ cups ketchup', '1 ½ cups water', '1 cup brown sugar', '¼ cup molasses', '1 tablespoon dry mustard', '1 tablespoon salt']","['Gather all ingredients.', 'Drain soaking liquid from beans; place them in a slow cooker.', 'Stir bacon, onion, ketchup, water, brown sugar, molasses, mustard, and salt into beans until well mixed.', 'Cover and cook on Low for 8 to 10 hours; stir occasionally if possible.']",TLEFURGEY,"Updated on February 14, 2023",4.2,"[{'Prep Time': '20 mins'}, {'Cook Time': ' 8 hrs'}, {'Total Time': ' 8 hrs 20 mins'}]",12,https://www.allrecipes.com/thmb/R0F4e5Z5cDfjujMm6xHM7moiOpU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/58389-slow-cooker-homemade-beans-ddmfs-4x3-5560-c03a187eb3f7438b8c84bf7b87d6cf4d.jpg, Baked Beans,"['$0.76', '$3.09', '$0.33', '$1.29', '$0.71', '$0.96', '$0.38', '$0.02']",7.54,"{'calories': '3204', 'protein': '79g', 'total_fat': '92g', 'carbs': '538g'}"
180,Instant Pot Baked Beans,"['8 cups water', '1 pound dry navy beans, rinsed and picked through', '1 tablespoon olive oil', '6 ounces salt pork, diced', '6 ounces bacon, cut into small pieces', '1 small onion, minced', '1 ½ cups water, divided', '⅓ cup molasses', '¼ cup ketchup', '¼ cup brown sugar', '1 tablespoon yellow mustard']","[""Combine water and beans in a multi-functional pressure cooker (such as an Instant Pot). Close and lock the lid. Select high pressure according to manufacturer's instructions; set the timer for 15 minutes. Allow 10 to 15 minutes for pressure to build."", ""Release pressure using the natural-release method according to manufacturer's instructions, about 20 minutes; quick-release remaining pressure according to manufacturer's directions. Unlock and remove the lid. Drain and rinse beans with cold water and set aside. Rinse and wipe out the Instant Pot insert and place back into the pressure cooker."", 'Turn on the Instant Pot and select the Sauté function. Heat olive oil until shimmering, 2 to 3 minutes. Add salt pork, bacon, and onion; cook until fat begins to render, 1 to 2 minutes. Pour in 1/2 cup water and scrape any browned bits off the bottom. Turn the Instant Pot off.', ""Whisk together molasses, ketchup, brown sugar, mustard, and remaining 1 cup water in a small bowl. Return cooked beans to the pot along with ketchup mixture. Gently stir to combine. Close and lock the lid. Select high pressure according to manufacturer's instructions; set the timer for 35 minutes. Allow 10 to 15 minutes for pressure to build."", ""Release pressure using the natural-release method according to manufacturer's instructions, about 20 minutes; quick-release remaining pressure according to manufacturer's directions. Unlock and remove the lid. Beans will thicken as they cool. Serve immediately or freeze portions for later.""]",France C,"Updated on July 29, 2022",4.8,"[{'Prep Time': '15 mins'}, {'Cook Time': ' 1 hr 10 mins'}, {'Additional Time': '40 mins'}, {'Total Time': ' 2 hrs 5 mins'}]",12,https://www.allrecipes.com/thmb/fJOE6P1QVycqgpp0O7iIyY2KF6A=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6459860-instant-pot-baked-beans-France-C-4x3-1-28215aa7107843a19995fce6ad5c3fd4.jpg, Baked Beans,"['$0.63', '$0.17', '$1.76', '$2.19', '$0.15', '$1.28', '$0.21', '$0.18', '$0.07']",6.64,"{'calories': '3372', 'protein': '69g', 'total_fat': '222g', 'carbs': '281g'}"
181,Texas-Style Baked Beans,"['1 tablespoon butter, or as needed', '2 tablespoons vegetable oil', '1 medium red onion, diced', '2 cloves garlic, minced, or more to taste', '1 pound bacon, diced', '1 medium red bell pepper, diced', '3 medium jalapeno peppers, minced, or to taste', '1 cup beer, or more to taste', '1 cup barbecue sauce', '1 cup brown sugar', '¼ cup molasses', '6 cups cooked pinto beans', '1 pinch garlic salt, or to taste', '  cracked black pepper to taste']","['Preheat the oven to 375 degrees F (190 degrees C). Grease a 9x13-inch baking dish with 1 tablespoon butter.', 'Heat oil in a large skillet over medium-high heat. Sauté onion and garlic in hot oil until onion begins to soften, 5 to 7 minutes. Add bacon, bell pepper, and jalapeños; cook and stir until bacon is browned, 7 to 10 minutes.', 'Stir beer, barbecue sauce, brown sugar, and molasses together in a large bowl. Stir in pinto beans, bacon-onion mixture, garlic salt, and pepper. Pour bean mixture into the prepared baking dish.', 'Bake in the preheated oven until bubbling and browned, about 45 minutes.']",CookinMike,"Updated on December 20, 2022",4.8,"[{'Prep Time': '25 mins'}, {'Cook Time': ' 1 hr'}, {'Total Time': ' 1 hr 25 mins'}]",8,https://www.allrecipes.com/thmb/xz7RBHzaEIR4rCnYcLTKR66Zv1I=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1282501-613f301ea76e4ebbbd6d22b9d619273a.jpg, Baked Beans,"['$0.12', '$0.11', '$0.37', '$0.13', '$5.83', '$0.60', '$0.19', '$1.27', '$1.12', '$0.71', '$0.96', '$1.83']",13.24,"{'calories': '5469', 'protein': '156g', 'total_fat': '227g', 'carbs': '700g'}"
182,Easy Baked Beans,"['1 (29 ounce) can baked beans with pork', '½ cup packed brown sugar', '½ cup ketchup', '1 tablespoon Worcestershire sauce']","['Preheat the oven to 350 degrees F (175 degrees C).', 'Stir baked beans, brown sugar, ketchup, and Worcestershire sauce together in a casserole dish.', 'Bake, covered, in the preheated oven until hot and bubbly, about 45 minutes.']",Margie Kirkman,"Updated on February 20, 2023",4.3,"[{'Prep Time': '5 mins'}, {'Cook Time': '45 mins'}, {'Total Time': '50 mins'}]",6,https://www.allrecipes.com/thmb/z4RemXc3XUELycRdm-Pj5yQliko=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/533795-69b188d969e74847a2279c303fb43260.jpg, Baked Beans,"['$2.93', '$0.35', '$0.43', '$0.10']",3.81,"{'calories': '1423', 'protein': '44g', 'total_fat': '12g', 'carbs': '308g'}"
183,Baked Beans,"['2 (15 ounce) cans baked beans with pork', '½ cup packed brown sugar', '½ medium onion, chopped', '½ cup ketchup', '1 tablespoon prepared mustard', '1 teaspoon Worcestershire sauce', '1 teaspoon red wine vinegar', '  salt and pepper to taste', '2 slices bacon']","['Gather all ingredients and preheat the oven to 350 degrees F (175 degrees C).', 'Combine canned beans with pork, brown sugar, onion, ketchup, mustard, Worcestershire sauce, vinegar, salt, and pepper in a 9-inch square baking dish.', 'Place bacon slices over top.', 'Bake in the preheated oven until sauce is thickened and bacon is cooked, about 1 hour.']",Jackie,"Updated on June 28, 2023",4.7,"[{'Prep Time': '10 mins'}, {'Cook Time': ' 1 hr'}, {'Total Time': ' 1 hr 10 mins'}]",6,https://www.allrecipes.com/thmb/yaLsDdoL1LBN5eN3HJRBNIDln9g=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/16428-baked-beans-ii-beauty-3x4-b2b1aee4d1c54f529d1699a87f1ae16d.jpg, Baked Beans,"['$3.03', '$0.35', '$0.12', '$0.43', '$0.07', '$0.03', '$0.03', '$0.57']",4.63,"{'calories': '1660', 'protein': '52g', 'total_fat': '31g', 'carbs': '318g'}"
184,Better Baked Beans,"['2 (28 ounce) cans baked beans', '1 small onion, chopped', '3 tablespoons pancake syrup', '2 tablespoons brown sugar', '2 tablespoons ketchup', '2 teaspoons prepared yellow mustard', '4 slices bacon']","['Preheat the oven to 350 degrees F (175 degrees C).', 'Stir together baked beans, onion, syrup, brown sugar, ketchup, and mustard in a large bowl. Pour into a 9x13-inch baking dish. Lay bacon slices across the top.', 'Bake in the preheated oven until the bacon is browned and the beans have thickened, 35 to 40 minutes.']",Diane Carman-Young,"Updated on November 22, 2022",4.6,"[{'Prep Time': '10 mins'}, {'Cook Time': '35 mins'}, {'Total Time': '45 mins'}]",12,https://www.allrecipes.com/thmb/Dylq8eM0f7N1Soql2E__VuF8JxI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/150637_BetterBakedBeans_MFS_0079-1-2000-4a689159b2d7453aad7bf9ddfa029b5c.jpg, Baked Beans,"['$5.65', '$0.15', '$0.28', '$0.08', '$0.11', '$0.05', '$1.13']",7.45,"{'calories': '2382', 'protein': '95g', 'total_fat': '60g', 'carbs': '401g'}"
